date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:38	56764/56764	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/checkout.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/checkout.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:38	65904/65904	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-grid.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-grid.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:38	73585/73585	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-grid-left.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-grid-left.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:38	73586/73586	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-grid-right.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-grid-right.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:39	55191/55191	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-list.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-list.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:39	63386/63386	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-list-left.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-list-left.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:39	63387/63387	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-list-right.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-list-right.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:40	65606/65606	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-carousel.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-carousel.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:40	56042/56042	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-details.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-details.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:40	64235/64235	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-details-left.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-details-left.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:41	64235/64235	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/blog-details-right.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/blog-details-right.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:41	52942/52942	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2010:49:26%20GMT	https://bracketweb.com/ienet-html-main/contact.html	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/contact.html	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:42	7921/7921	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202024%2017:10:44%20GMT	https://bracketweb.com/ienet-html-main/assets/images/shapes/about-2-border.png	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/assets/images/shapes/about-2-border.png	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:43	6367/6367	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202024%2017:10:44%20GMT	https://bracketweb.com/ienet-html-main/assets/images/resources/user-1.png	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/assets/images/resources/user-1.png	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:43	124254/124254	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202024%2017:10:44%20GMT	https://bracketweb.com/ienet-html-main/assets/images/resources/about-2-2.jpg	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/assets/images/resources/about-2-2.jpg	(from https://bracketweb.com/ienet-html-main/about.html)
14:09:44	6875/6875	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202024%2017:10:44%20GMT	https://bracketweb.com/ienet-html-main/assets/images/resources/user-2.png	C:/My%20Web%20Sites/infranet/bracketweb.com/ienet-html-main/assets/images/resources/user-2.png	(from https://bracketweb.com/ienet-html-main/about.html)
